Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56
6.501,-5.6078,1.4563,1,0.65733,0.11011,0.25822,0.08139,-0.21352,0.0088554,-0.010353,-0.17933,-0.12165,0.027743,0.33258,0.40458,1.5089,2.2773,1.3603,1.1989,1.1616,0.9536,0.42247,0.52695,0.15137,0.20447,0.12037,0.75875,1.385,1.4236,1.5321,0.79948,1.4437,1.4158,1.1863,1.1878,0.72913,0.81572,0.524,1.6889,0.66036,0.49287,0.050242,-0.0024734,-0.1896,-0.10547,0.048975,0.40831,-0.013376,-0.15247,0.27631,-0.012406,0.056749,0.080548,-0.25466,-0.2664,-0.14955,-0.16438,-0.26989,-0.072652
6.666,-5.6173,1.4594,1,0.65101,0.095023,0.27255,0.061472,-0.17102,0.020813,0.0038052,-0.16023,-0.21355,0.01035,0.37858,0.35796,1.5152,2.2775,1.3802,1.1701,1.1276,0.96317,0.3933,0.60398,0.093262,0.20756,0.15846,0.75603,1.2496,1.4005,1.5029,0.77182,1.8417,1.4174,1.1523,1.1008,0.63924,0.78128,0.50889,1.4925,0.68374,0.5651,0.11462,-0.0032267,-0.14802,-0.10621,0.070963,0.36044,-0.033714,-0.11531,0.28279,0.0068005,0.056229,0.086103,-0.26247,-0.21342,-0.1283,-0.18526,-0.27629,-0.049612
6.832,-5.6375,1.4538,1,0.67673,0.10613,0.25378,0.012763,-0.10609,0.015226,-0.012316,-0.14113,-0.29573,-0.034556,0.41262,0.31133,1.3009,2.2735,1.4002,1.1412,1.0935,0.9529,0.41209,0.64168,0.082097,0.24071,0.19654,0.76069,1.3185,1.3681,1.5033,0.71379,2.2601,1.4189,1.1914,1.0428,0.55407,0.7733,0.52913,1.2674,0.69837,0.6066,0.13537,-0.013849,-0.1092,-0.054626,0.10643,0.35871,-0.048779,-0.068041,0.28927,-0.0073202,0.016568,0.092855,-0.27002,-0.15843,-0.12047,-0.21691,-0.27766,-0.045656
6.999,-5.6496,1.46,1,0.7388,0.12621,0.23396,-0.048476,-0.034918,0.01118,-0.059981,-0.1499,-0.29297,-0.068929,0.45556,0.28477,1.0681,2.2242,1.5047,1.1428,1.1219,0.94809,0.43947,0.66569,0.087387,0.27385,0.25212,0.80023,1.4491,1.3727,1.5892,0.66475,2.464,1.497,1.2305,0.98978,0.57031,0.83006,0.55108,0.95791,0.69916,0.64809,0.16114,-0.0059817,-0.067614,0.016592,0.15759,0.35698,-0.063845,-0.020767,0.30561,-0.0070582,-0.0068653,0.10424,-0.27854,-0.096162,-0.1424,-0.24338,-0.28406,-0.042367
7.167,-5.6445,1.4619,1,0.78428,0.16164,0.21414,-0.09534,0.015629,0.0076402,-0.090757,-0.16177,-0.29966,-0.10826,0.49523,0.33154,0.83522,2.1433,1.504,1.132,1.0912,0.93781,0.4573,0.62975,0.12105,0.25495,0.2916,0.84844,1.5797,1.4051,1.6793,0.54674,2.5235,1.4946,1.2253,1.0646,0.65297,0.85333,0.54498,0.64686,0.64244,0.70559,0.16759,-0.012404,-0.036922,0.097465,0.21212,0.37614,-0.075198,0.01645,0.29962,-0.023346,-0.05249,0.1227,-0.28706,-0.066065,-0.14416,-0.19886,-0.26261,-0.075552
7.333,-5.6482,1.4657,1,0.73936,0.19484,0.20798,-0.14026,0.033461,0.018119,-0.096695,-0.15565,-0.32722,-0.14602,0.49262,0.51289,0.627,1.9767,1.5735,1.0334,1.0493,0.93175,0.47513,0.57596,0.14718,0.21267,0.32448,0.86457,1.6983,1.5076,1.867,0.58796,1.7557,1.7086,1.1478,1.1702,0.73563,0.91719,0.51652,0.44689,0.54307,0.72129,0.17404,-0.018558,-0.011674,0.18726,0.23638,0.43424,-0.085626,0.17735,0.26305,-0.050737,-0.047014,0.14859,-0.29085,-0.019462,-0.1194,-0.15434,-0.23215,-0.11854
7.498,-5.6591,1.4649,1,0.68583,0.22805,0.21413,-0.15209,-0.02561,0.044634,-0.10214,-0.16339,-0.36285,-0.17961,0.3996,0.72079,0.40035,1.6816,1.6109,0.87053,0.92191,0.88365,0.5284,0.45942,0.11887,0.1314,0.36246,0.83947,1.8634,1.6108,2.1002,0.59857,1.362,1.9226,1.0499,1.2758,0.81829,0.94809,0.426,0.33519,0.40821,0.73308,0.12677,-0.023379,0.010813,0.1955,0.24352,0.51096,-0.090964,0.36346,0.20845,-0.018053,-0.049594,0.19969,-0.3014,0.014191,-0.094646,-0.12635,-0.2099,-0.1874
7.667,-5.6615,1.4717,1,0.57549,0.25042,0.18226,-0.19646,-0.10383,0.088693,-0.078883,-0.1946,-0.39847,-0.18357,0.3011,0.8968,0.3265,1.3043,1.7527,0.67392,0.78781,0.8077,0.64441,0.3822,0.043623,0.058239,0.40864,0.7825,1.9452,1.7385,2.3334,0.70287,0.96834,2.0134,0.91778,1.3468,0.8306,0.93664,0.3372,0.21604,0.2769,0.72588,0.12068,-0.013224,0.051954,0.22802,0.25676,0.54618,-0.078506,0.55447,0.15384,0.0292,-0.015897,0.25658,-0.29378,0.073166,0.0095578,-0.10159,-0.19101,-0.23717
7.832,-5.6571,1.4781,1,0.42299,0.24849,0.099187,-0.22925,-0.17018,0.097925,-0.040309,-0.20009,-0.42241,-0.18494,0.19395,1.0414,0.25294,0.97225,1.8607,0.4787,0.65203,0.71296,0.76041,0.30858,0.028388,0.025931,0.43617,0.70262,1.9662,1.9046,2.414,0.81845,0.71906,2.0274,0.78563,1.3788,0.80166,0.87983,0.28235,0.1618,0.14678,0.65708,0.1138,-0.0030696,0.088205,0.2717,0.3072,0.61101,-0.062714,0.73866,0.11028,0.076453,0.047793,0.32166,-0.29984,0.16313,0.073265,-0.07747,-0.1626,-0.25482
7.998,-5.6524,1.4818,1,0.28706,0.24657,-0.036873,-0.27624,-0.23029,0.065351,-0.020181,-0.21144,-0.42954,-0.18072,0.086797,1.1127,0.16118,0.73554,1.9683,0.42364,0.51625,0.62337,0.87621,0.31714,0.04704,0.027798,0.47535,0.61284,1.9676,2.053,2.4735,0.99742,1.0556,2.0152,0.66831,1.3383,0.73281,0.8206,0.22922,0.10908,0.06054,0.61696,0.11393,0.0028849,0.10806,0.3194,0.35514,0.70837,-0.046687,0.90708,0.15824,0.14207,0.1342,0.39467,-0.30591,0.28055,0.029483,-0.10863,-0.14126,-0.24638
8.163,-5.6628,1.4983,1,0.26339,0.24661,-0.1686,-0.29823,-0.29856,0.014891,-0.026436,-0.25757,-0.42868,-0.20019,0.010808,1.062,0.069773,0.58604,2.0747,0.4563,0.4481,0.48605,0.992,0.34354,0.063525,0.01785,0.5183,0.53245,1.9483,2.1312,2.5023,1.1144,1.3989,1.8523,0.58997,1.2694,0.66753,0.72494,0.18627,0.13027,-0.01237,0.60006,0.10595,0.0060966,0.11127,0.35629,0.40152,0.93077,-0.029971,0.91197,0.23777,0.30316,0.1852,0.47224,-0.3209,0.33464,-0.035939,-0.12663,-0.12557,-0.23357
8.333,-5.6621,1.4895,1,0.24619,0.24667,-0.30033,-0.34213,-0.31453,-0.051604,-0.034225,-0.3037,-0.42099,-0.21967,-0.00094385,1.0821,-0.0032065,0.63023,2.1812,0.49073,0.43423,0.3341,1.0809,0.36496,0.079205,0.037414,0.54821,0.47449,1.8782,2.1914,2.3944,1.2511,1.6537,2.1152,0.5274,1.1873,0.60546,0.64122,0.18515,0.18773,-0.068786,0.58631,0.11358,0.00056566,0.096093,0.39452,0.44373,1.1569,-0.012519,0.88496,0.33859,0.43571,0.20431,0.53436,-0.31748,0.3962,-0.090755,-0.11669,-0.10936,-0.18026
8.5,-5.6566,1.4839,1,0.25426,0.24671,-0.40076,-0.34791,-0.31646,-0.11882,-0.041954,-0.32636,-0.41747,-0.23459,-0.012066,1.1975,0.036947,0.75671,2.1832,0.489,0.42707,0.22898,1.0831,0.38639,0.076361,0.050326,0.5281,0.44825,1.8067,2.2401,2.2766,1.2874,2.0455,2.4002,0.48423,1.0381,0.60347,0.59963,0.17814,0.25054,-0.021692,0.57256,0.11813,-0.027143,0.02007,0.3723,0.46435,1.375,0.0057186,0.85131,0.43941,0.55368,0.20494,0.58322,-0.30766,0.39636,-0.19607,-0.092738,-0.092583,-0.12695
8.664,-5.6623,1.4906,1,0.30451,0.24674,-0.4492,-0.35275,-0.33544,-0.15573,-0.049623,-0.34936,-0.37415,-0.24478,-0.018222,1.3444,0.13338,0.88318,2.1968,0.48728,0.39793,0.1375,1.0479,0.43248,0.032027,0.029035,0.50169,0.42896,1.7711,2.2645,2.2429,1.2946,2.5629,2.9449,0.44987,0.92473,0.60619,0.57174,0.13546,0.32155,0.039898,0.65411,0.11578,-0.054852,-0.053823,0.32701,0.46326,1.5635,0.024796,0.81789,0.52297,0.66661,0.17011,0.61147,-0.28121,0.36553,-0.22165,-0.071956,-0.07522,-0.11597
8.834,-5.6693,1.5032,1,0.35475,0.21767,-0.42624,-0.35682,-0.35344,-0.17084,-0.057234,-0.36651,-0.36205,-0.24689,-0.039463,1.4588,0.27646,0.93415,2.2075,0.42886,0.36744,0.078998,1.0404,0.45636,-0.035289,0.012472,0.48264,0.41811,1.7798,2.2789,2.1341,1.2385,2.8761,3.2919,0.43502,0.81899,0.60812,0.53055,0.099502,0.33776,0.086971,0.60792,0.10692,-0.0715,-0.098149,0.28999,0.44582,1.713,0.044772,0.7847,0.52086,0.74141,0.15841,0.60445,-0.25476,0.33216,-0.18669,-0.051173,-0.057237,-0.13612
8.999,-5.6713,1.5009,1,0.34779,0.1886,-0.39567,-0.35184,-0.33515,-0.18008,-0.064787,-0.36685,-0.34865,-0.21696,-0.035655,1.5256,0.43767,0.91458,2.2192,0.38684,0.34546,0.099381,1.0157,0.46476,-0.041822,0.0077236,0.46276,0.40185,1.8868,2.2603,2.0684,1.2298,3.1825,3.66,0.42694,0.73378,0.61085,0.5183,0.09011,0.30861,0.11678,0.56174,0.10919,-0.086668,-0.12112,0.27514,0.43725,1.6361,0.065712,0.75174,0.50756,0.71272,0.17386,0.57947,-0.23644,0.2973,-0.17917,-0.043524,-0.038599,-0.15855
9.165,-5.678,1.5096,1,0.31041,0.1859,-0.36509,-0.34692,-0.31686,-0.18931,-0.072282,-0.345,-0.33654,-0.17839,-0.031847,1.5067,0.56386,0.84108,2.2248,0.37796,0.32537,0.14077,0.95307,0.47606,-0.066998,0.0049413,0.43993,0.40436,1.9308,2.2355,2.0264,1.2382,3.3722,3.5374,0.40333,0.63672,0.60599,0.50778,0.095955,0.26539,0.12384,0.51196,0.11147,-0.090387,-0.12124,0.26753,0.42979,1.5367,0.087689,0.71901,0.47773,0.55662,0.20087,0.54287,-0.23433,0.26783,-0.18226,-0.043481,-0.01927,-0.19562
9.33,-5.6794,1.514,1,0.28014,0.21745,-0.33011,-0.34177,-0.30828,-0.1742,-0.079721,-0.32105,-0.31896,-0.13694,-0.02221,1.3867,0.55943,0.74873,2.261,0.43851,0.30954,0.20947,0.8914,0.48736,-0.020377,0.0088111,0.46893,0.39966,1.976,2.2297,2.013,1.3188,3.4083,3.5176,0.41242,0.67342,0.56998,0.51449,0.11706,0.24997,0.042831,0.45883,0.11682,-0.07171,-0.064414,0.30381,0.44991,1.4265,0.11078,0.6865,0.46679,0.40051,0.23847,0.42267,-0.26197,0.27444,-0.18754,-0.039464,0.00078796,-0.22707
9.5,-5.6808,1.5191,1,0.2462,0.26323,-0.22698,-0.34341,-0.29819,-0.11013,-0.087104,-0.29352,-0.24849,-0.098513,-0.017538,1.2573,0.48029,0.65637,2.2673,0.5197,0.31143,0.28598,0.86719,0.44754,-0.032982,0.011346,0.50168,0.43106,2.0213,2.1776,1.9995,1.4139,3.3188,3.2608,0.41268,0.70814,0.5165,0.5216,0.14075,0.227,-0.027921,0.36057,0.11103,-0.046893,0.0082186,0.34903,0.45456,1.2012,0.13507,0.6542,0.44942,0.32154,0.25774,0.31026,-0.29893,0.26733,-0.19044,-0.027512,0.021618,-0.24767
9.665,-5.6867,1.5247,1,0.19367,0.3381,-0.14227,-0.33664,-0.23435,-0.036015,-0.094431,-0.24615,-0.13138,-0.06367,0.025468,1.1602,0.33515,0.57575,2.2735,0.60179,0.29874,0.34533,0.86025,0.37894,-0.022603,0.048898,0.52397,0.45839,2.0273,2.1622,2.0488,1.5089,3.0445,3.1606,0.42784,0.74475,0.48536,0.5464,0.20544,0.23925,-0.043233,0.34537,0.10821,-0.033137,0.069934,0.38597,0.4672,0.9849,0.16066,0.62213,0.44853,0.26118,0.23227,0.22097,-0.33588,0.18749,-0.19112,-0.011244,0.043266,-0.22481
9.831,-5.6876,1.5259,1,0.089106,0.39783,-0.057554,-0.32625,-0.17273,0.039046,-0.1017,-0.19877,-0.015566,-0.031975,0.055751,1.1214,0.15676,0.52464,2.2794,0.66747,0.2558,0.43553,0.83509,0.32548,-0.084662,0.08645,0.53476,0.49416,1.9555,2.0412,2.0362,1.604,2.6281,3.0065,0.46666,0.78074,0.45339,0.58,0.25575,0.23337,0.021647,0.33608,0.09436,-0.019435,0.12085,0.39443,0.4567,0.86996,0.1871,0.59656,0.44072,0.21284,0.14719,0.13787,-0.34271,0.09502,-0.17033,0.011948,0.065781,-0.22948
9.996,-5.6939,1.5416,1,0.014956,0.4162,0.01822,-0.16622,-0.10449,0.11778,-0.10892,-0.16187,0.12994,-0.0089214,0.086034,1.1361,0.013393,0.50157,2.2777,0.70764,0.23987,0.54738,0.80993,0.25473,-0.093448,0.11896,0.53825,0.53422,1.9468,2.0566,2.0237,1.6261,2.1855,2.6341,0.52494,0.84944,0.44839,0.61361,0.31542,0.29336,0.11186,0.32898,0.0885,-0.0082212,0.15734,0.40288,0.4462,0.73988,0.20869,0.61963,0.43696,0.25525,0.062109,0.055014,-0.33333,-0.0028516,-0.15332,0.031323,0.089215,-0.22587
10.166,-5.704,1.5587,1,-0.01986,0.38548,0.089141,-0.011988,-0.04055,0.17667,-0.15999,-0.11466,0.28883,-0.011638,0.11049,1.1886,0.069768,0.48918,2.172,0.7469,0.23331,0.55344,0.77652,0.18399,-0.11114,0.12667,0.50019,0.57429,1.9816,2.023,2.0024,1.5715,1.7033,2.2601,0.58315,0.88404,0.45193,0.60456,0.41901,0.33962,0.27018,0.32524,0.078603,0.0016454,0.18182,0.37966,0.39948,0.54358,0.22462,0.64911,0.41247,0.27935,-0.022974,0.055975,-0.31903,-0.094449,-0.16146,0.0028917,0.11363,-0.22786
10.331,-5.7097,1.5687,1,-0.040324,0.32582,0.085366,0.14904,0.050128,0.19504,-0.20961,-0.076195,0.35468,-0.021292,0.19848,1.23,0.16284,0.5342,2.0439,0.77563,0.26729,0.55168,0.72816,0.14835,-0.088129,0.12906,0.45838,0.59023,2.0214,2.0086,2.0234,1.5393,1.2211,1.9254,0.65849,0.92064,0.55619,0.59551,0.52001,0.38589,0.35014,0.24001,0.11496,0.023475,0.20711,0.33744,0.34731,0.46141,0.22896,0.60139,0.36654,0.15514,-0.10761,0.057159,-0.30591,-0.17233,-0.17358,-0.040039,0.13355,-0.18354
10.497,-5.7179,1.5807,1,-0.042198,0.25159,0.089821,0.33988,0.086089,0.21401,-0.21734,-0.057576,0.38997,-0.034601,0.26323,1.227,0.2889,0.66362,1.9565,0.76024,0.3172,0.65963,0.68538,0.1415,-0.06778,0.091701,0.41674,0.63944,2.0706,1.9546,2.0145,1.5148,0.87993,1.6291,0.74955,0.95534,0.56232,0.6343,0.53309,0.54025,0.45276,0.15477,0.11355,0.045304,0.22208,0.29302,0.27853,0.37178,0.16508,0.54091,0.2843,0.030928,-0.17329,0.058311,-0.28991,-0.21276,-0.20404,-0.078415,0.12404,-0.15808
10.667,-5.714,1.6001,1,0.004544,0.1821,0.099903,0.52195,0.068549,0.23358,-0.20421,-0.046328,0.41776,-0.053457,0.28746,1.2009,0.43629,0.79724,1.8895,0.72808,0.39445,0.70611,0.76312,0.13498,-0.044218,0.050526,0.39287,0.69651,2.1029,2.0325,2.0453,1.5198,0.66562,1.3189,0.82569,0.97112,0.68577,0.65845,0.54616,0.70026,0.44382,0.087888,0.17769,0.06555,0.23962,0.24315,0.22488,0.27483,0.086814,0.45238,0.18228,-0.061929,-0.19118,0.059433,-0.2946,-0.24177,-0.22852,-0.13261,0.094226,-0.13739
10.832,-5.7251,1.6094,1,0.051285,0.1182,0.12523,0.43872,0.038601,0.25381,-0.18038,-0.0468,0.40993,-0.071473,0.29943,1.128,0.56961,0.92357,1.8362,0.71744,0.44281,0.74728,0.84086,0.15945,-0.025367,0.028627,0.39937,0.74929,2.1218,1.9929,2.076,1.557,0.52464,1.3163,0.86597,0.97245,0.66576,0.68074,0.55924,0.82531,0.45975,0.10456,0.17627,0.084245,0.26712,0.19328,0.18402,0.19303,0.017491,0.33162,0.081913,-0.12012,-0.19552,0.060526,-0.28883,-0.23503,-0.22558,-0.17793,0.059334,-0.12499
11.158,-5.7281,1.6151,1,0.064231,0.060602,0.16566,0.30884,0.0044685,0.27472,-0.072422,-0.052715,0.38403,-0.061049,0.31139,1.055,0.53903,1.0581,1.8551,0.70322,0.49948,0.85809,0.86822,0.20287,-0.052686,0.031534,0.43741,0.80079,2.0971,1.9979,2.0969,1.5811,0.43988,1.3331,0.88849,0.94049,0.66701,0.72674,0.51084,0.95618,0.40758,0.12123,0.19794,0.097548,0.29381,0.17626,0.17763,0.18223,-0.023309,0.21086,0.033346,-0.10684,-0.17571,0.06159,-0.28305,-0.22738,-0.19728,-0.14412,0.0058738,-0.11096
11.331,-5.7311,1.6181,1,0.11378,0.0098966,0.20609,0.17351,-0.065479,0.29634,0.035533,-0.02246,0.35813,-0.047985,0.25982,1.0024,0.49152,1.1286,1.895,0.65541,0.56098,0.9689,0.89264,0.23402,-0.080005,0.034441,0.45576,0.84261,2.0567,2.008,2.0659,1.5371,0.3661,1.3799,0.87862,0.88323,0.57062,0.76569,0.42026,1.0812,0.44471,0.22699,0.1722,0.096658,0.30389,0.18215,0.18081,0.1896,-0.0081048,0.17811,0.020292,-0.017356,-0.12973,0.062628,-0.25882,-0.20167,-0.11562,-0.093557,-0.059114,-0.14207
11.499,-5.7377,1.6314,1,0.16334,-0.0334,0.20104,0.0054039,-0.13543,0.31871,0.08521,0.0077945,0.34372,-0.035762,0.24985,0.96988,0.59354,1.1303,1.8943,0.60759,0.62247,0.98792,0.88294,0.23843,-0.04734,0.047632,0.45584,0.84585,2.0433,2.0209,2.044,1.4435,0.30338,1.3993,0.8336,0.81854,0.55439,0.75483,0.41207,1.1236,0.43189,0.32158,0.19124,0.095768,0.30564,0.19023,0.20396,0.19172,0.081242,0.17844,0.033877,0.076236,-0.061128,0.063639,-0.25137,-0.15873,-0.011732,-0.051862,-0.099354,-0.17271
11.664,-5.7397,1.6366,1,0.18168,-0.072908,0.16101,-0.1512,-0.13731,0.34187,0.089622,0.043848,0.34069,-0.040953,0.23661,0.92302,0.73913,1.1685,1.9022,0.61623,0.69933,1.0069,0.77641,0.21763,0.0034699,0.05947,0.44053,0.81947,1.9996,2.0035,1.9813,1.3203,0.2669,1.8188,0.78858,0.76419,0.41729,0.73262,0.46137,1.1501,0.48054,0.37698,0.15683,0.10125,0.29385,0.18958,0.21788,0.21625,0.17954,0.22212,0.023993,0.14509,0.0048336,0.064625,-0.25217,-0.15688,0.090638,-0.023614,-0.13426,-0.16945
11.834,-5.7444,1.6418,1,0.17764,-0.10302,0.09235,-0.15945,-0.1334,0.36587,0.083731,0.072768,0.34893,-0.046984,0.24234,0.84564,0.89918,1.2532,1.9333,0.64447,0.70585,0.96792,0.66987,0.18462,0.037693,0.075834,0.37115,0.78649,1.8753,1.9324,1.9141,1.2393,0.31131,1.9863,0.8172,0.71669,0.41045,0.71227,0.51066,1.1654,0.48521,0.34707,0.21729,0.11498,0.27479,0.17491,0.20012,0.23145,0.21265,0.25584,0.0068101,0.13931,0.03875,0.065587,-0.26344,-0.19362,0.10515,-0.016437,-0.17614,-0.16536
12,-5.7458,1.6428,1,0.17084,-0.11412,-0.010817,-0.11055,-0.15131,0.3854,0.037856,0.089968,0.36058,-0.066534,0.20697,0.74937,1.0592,1.3904,1.9423,0.67629,0.69045,0.91289,0.60631,0.16157,0.073718,0.093258,0.24729,0.73831,1.722,1.8462,1.7549,1.1995,0.35572,2.1344,0.84583,0.67539,0.40494,0.68412,0.50999,1.1047,0.59779,0.31635,0.2587,0.13193,0.2237,0.12654,0.12793,0.24185,0.19208,0.20757,-0.060338,0.079082,0.047497,0.066346,-0.26561,-0.2347,0.092698,-0.054547,-0.20474,-0.16289
12.164,-5.7506,1.6575,1,0.11676,-0.11099,-0.1173,-0.056191,-0.16274,0.35425,-0.0080192,0.0371,0.29005,-0.086083,0.16977,0.63596,1.2831,1.6032,1.8147,0.73801,0.63393,0.85785,0.5587,0.14984,0.14896,0.12452,0.12258,0.66247,1.5437,1.63,1.5548,1.1526,0.36618,2.0483,0.85445,0.63733,0.34732,0.63045,0.54123,1.0897,0.57602,0.25137,0.32206,0.13743,0.17261,0.020633,0.023982,0.15302,0.12171,0.13235,-0.12259,0.018858,0.04797,0.062727,-0.26263,-0.29669,0.046762,-0.096359,-0.21748,-0.16939
12.33,-5.7545,1.6738,1,0.054114,-0.051583,-0.19444,-0.0072902,-0.1781,0.26548,-0.034642,-0.022328,0.20619,-0.11171,0.085659,0.52618,1.5071,1.7811,1.6716,0.75657,0.52802,0.76909,0.49211,0.16486,0.16687,0.15819,0.011888,0.58792,1.2922,1.302,1.2687,1.0878,0.29938,1.9009,0.84036,0.55702,0.28424,0.53048,0.4984,1.0689,0.66433,0.19758,0.38976,0.14135,0.13611,-0.087901,-0.077561,0.076877,0.032543,0.043131,-0.14669,-0.045473,0.038263,0.058915,-0.25188,-0.33282,-0.00068966,-0.14524,-0.20324,-0.17637
12.501,-5.7627,1.6857,1,0.023166,0.024185,-0.24223,0.046061,-0.20803,0.17175,-0.035426,-0.080185,0.11845,-0.11161,0.045811,0.42117,1.6995,1.9549,1.4511,0.77861,0.43991,0.71324,0.42771,0.18961,0.1659,0.19703,-0.09348,0.53052,1.037,1.0069,0.95902,1.023,0.22145,1.276,0.75724,0.46455,0.19009,0.37605,0.37944,1.0583,0.63864,0.16559,0.45334,0.13581,0.16454,-0.17404,-0.16986,0.010922,-0.054488,-0.064526,-0.1206,-0.10807,0.039916,0.058254,-0.19704,-0.32023,-0.038071,-0.1796,-0.17889,-0.17443
12.665,-5.7661,1.6846,1,0.041413,0.099954,-0.24603,0.082161,-0.23796,0.074961,-0.035884,-0.12656,-0.00047595,-0.1115,-0.00074364,0.36458,1.8369,2.1059,1.2003,0.80777,0.42213,0.67421,0.35483,0.20735,0.143,0.20713,-0.14149,0.4806,0.87582,0.75022,0.64988,0.88757,0.19891,0.87116,0.59793,0.34124,0.060547,0.2199,0.22496,1.0688,0.74347,0.1336,0.4614,0.12202,0.20025,-0.23232,-0.20851,-0.023858,-0.085285,-0.1688,-0.087207,-0.12582,0.060073,0.067728,-0.17804,-0.30482,-0.011248,-0.20175,-0.15319,-0.17296
12.831,-5.7712,1.6879,1,0.06415,0.16526,-0.23559,0.10778,-0.24476,-0.020902,-0.046439,-0.15601,-0.12212,-0.091053,0.0044983,0.40082,1.8786,2.2044,0.97258,0.84877,0.42487,0.66059,0.25183,0.16534,0.099743,0.21286,-0.080243,0.4732,0.74359,0.50949,0.43262,0.7521,0.2989,0.45504,0.38158,0.19541,-0.069229,0.07524,0.12865,1.243,0.81455,0.10674,0.393,0.1103,0.2688,-0.24059,-0.17774,0.069449,-0.079175,-0.14467,-0.046449,-0.14228,0.048922,0.080154,-0.18096,-0.2768,0.015576,-0.19067,-0.1275,-0.17149
13.001,-5.7779,1.6929,2,0.12588,0.17527,-0.24697,0.13339,-0.25271,-0.07163,-0.056993,-0.14605,-0.15888,-0.070602,0.013569,0.4542,1.8594,2.1947,0.9011,0.88333,0.4276,0.57228,0.15078,0.11202,0.013044,0.20173,0.034097,0.49839,0.62855,0.4462,0.27957,0.6226,0.42186,0.24314,0.20047,0.071631,-0.13199,-0.027407,0.054562,1.3772,0.99876,0.10577,0.33637,0.10612,0.30317,-0.19554,-0.096951,0.28879,-0.069358,-0.098013,-0.0081722,-0.13173,0.035723,0.096762,-0.19992,-0.26664,0.0095905,-0.18229,-0.094364,-0.14643
13.164,-5.7801,1.6996,2,0.19617,0.13617,-0.26922,0.13475,-0.25673,-0.068611,-0.066575,-0.13221,-0.16718,-0.021043,0.025941,0.54587,1.7091,2.2043,0.9213,0.88394,0.47835,0.4608,0.063098,0.071123,-0.09315,0.17304,0.14844,0.51921,0.56228,0.51599,0.28423,0.55315,0.61101,0.12257,0.066345,0.00602,-0.19055,-0.064709,0.012354,1.48,1.0417,0.11698,0.26449,0.10352,0.31767,-0.13326,-0.0084043,0.52541,-0.052334,-0.054442,0.0016109,-0.12117,0.012721,0.11188,-0.21274,-0.24358,-0.00021783,-0.10215,-0.088213,-0.12137
13.332,-5.7817,1.696,2,0.26234,0.092528,-0.28489,0.10458,-0.25302,-0.064578,-0.070059,-0.11837,-0.17347,-0.0082167,0.038638,0.61955,1.5588,2.1794,0.93333,0.82596,0.47702,0.31641,-0.0052396,0.045697,-0.18829,0.14435,0.24412,0.54091,0.54129,0.59464,0.296,0.47603,0.78932,0.11978,0.0016922,-0.038871,-0.21804,-0.034938,-0.02876,1.5779,1.1364,0.12889,0.19261,0.10123,0.2782,-0.071604,0.085071,0.73678,-0.055355,-0.011127,0.023838,-0.094164,-0.021641,0.11254,-0.28241,-0.24633,-0.018581,-0.080666,-0.08357,-0.081247
13.498,-5.7858,1.6992,2,0.30169,0.078694,-0.32222,0.063272,-0.24889,0.047995,-0.072852,-0.10888,-0.15263,0.033866,0.10096,0.6976,1.4925,2.1631,0.98692,0.71733,0.47569,0.19396,-0.0651,0.0025503,-0.24391,0.1002,0.30522,0.57743,0.52029,0.68912,0.32791,0.42554,0.90102,0.15072,-0.034569,-0.051797,-0.21332,-0.0034455,-0.034363,1.6399,1.1793,0.14081,0.13896,0.084325,0.23873,-0.0067636,0.16862,0.90386,-0.058376,0.028804,0.046853,-0.051302,-0.055821,0.093607,-0.31783,-0.22099,-0.043422,-0.041826,-0.084373,-0.0415
13.667,-5.7898,1.7023,2,0.33656,0.064859,-0.35813,0.017659,-0.22596,0.21679,-0.080539,-0.079574,-0.13778,0.0065201,0.15652,0.6647,1.4925,2.1468,1.0405,0.57493,0.44731,0.068601,-0.06496,-0.027882,-0.27917,0.056447,0.31153,0.58789,0.50423,0.76814,0.34374,0.37505,0.89017,0.19348,-0.013778,-0.042191,-0.20837,0.015637,-0.050157,1.5686,1.252,0.15452,0.13216,0.052538,0.17586,0.015843,0.20198,0.93924,-0.029421,0.087128,0.085058,-0.0084463,-0.056716,0.071412,-0.34044,-0.23918,-0.071526,-0.026231,-0.087444,-0.023312
