Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57,Neuron 58,Neuron 59,Neuron 60,Neuron 61,Neuron 62,Neuron 63,Neuron 64,Neuron 65,Neuron 66,Neuron 67,Neuron 68
39.331,-1.1555,-3.1204,1,0.10043,0.062055,0.20586,0.27348,0.1082,0.10697,0.089156,-0.049429,0.040854,-0.029345,0.018845,0.032989,0.040869,0.15471,0.17706,0.10204,0.15019,0.17229,0.013673,0.032277,-0.013067,0.058768,0.23353,0.16273,0.10928,0.1705,0.046927,0.22882,0.11289,0.078115,0.11544,0.026844,0.038455,0.33808,0.48659,0.39907,0.34254,0.39059,0.046331,-0.056568,0.25699,0.37506,0.18138,0.26827,0.16669,0.07715,0.27183,0.046385,0.092417,0.18857,0.15011,0.12636,0.20682,0.11758,0.15037,0.21866,0.092149,0.57504,0.072859,0.15333,0.032037,0.28467,0.038419,0.23625,0.077364,0.10403,0.09094,0.1755
39.496,-1.1719,-3.1393,1,0.086406,0.057642,0.20362,0.21142,0.082535,0.084598,0.066894,0.064608,0.013212,-0.016012,0.041019,0.040108,0.029565,0.12238,0.15356,0.098415,0.16763,0.1144,0.023798,0.019726,-0.0026416,0.050095,0.19813,0.17009,0.17482,0.24662,0.078239,0.25506,0.11236,0.091247,0.052912,0.021129,0.006426,0.55233,0.57495,0.28721,0.26609,0.3839,0.055476,-0.022718,0.1778,0.30486,0.15739,0.23411,0.15858,0.069788,0.2226,0.057927,0.092621,0.16902,0.14294,0.1542,0.20703,0.11539,0.14341,0.20795,0.15159,0.55806,0.16803,0.14843,0.052647,0.24845,0.020315,0.18828,0.077319,0.082987,0.08369,0.14821
39.662,-1.1728,-3.1517,1,0.0785,0.053054,0.16389,0.14817,0.040101,0.062222,0.044632,0.19395,-0.012148,-0.017569,0.068376,0.026909,0.0067137,0.064044,0.10955,0.07805,0.14444,0.051278,0.045946,0.074382,-0.0014584,0.042332,0.14335,0.14981,0.22916,0.30241,0.10213,0.2717,0.078247,0.059578,0.0064562,0.021648,0.072474,0.80443,0.65943,0.16503,0.20264,0.37721,0.047997,-0.019124,0.094125,0.2301,0.11075,0.18093,0.13958,0.062194,0.17336,0.082126,0.087978,0.15028,0.11185,0.2071,0.17744,0.10648,0.14013,0.17016,0.21102,0.61338,0.2786,0.15126,0.075421,0.23015,0.027095,0.13737,0.070664,0.05475,0.059252,0.084397
39.833,-1.1765,-3.153,1,0.08235,0.050388,0.14583,0.12133,-0.0023326,0.049815,0.026549,0.28914,-0.024314,-0.0064017,0.081046,-0.0042494,-0.01511,-0.0018454,0.060596,0.063127,0.10701,0.024829,0.063296,0.12904,-0.0071076,0.037399,0.091079,0.11482,0.26203,0.30106,0.092342,0.22648,0.020817,0.0061118,-0.01263,0.024766,0.14904,0.95434,0.70714,0.099145,0.1018,0.3348,0.040518,-0.013886,0.02463,0.15533,0.070915,0.12669,0.098817,0.061059,0.13022,0.10633,0.065806,0.11678,0.080767,0.23765,0.15076,0.1062,0.15184,0.14506,0.22502,0.6687,0.37608,0.15052,0.093065,0.20672,0.022793,0.086882,0.063419,0.021485,0.033058,0.11159
39.999,-1.1862,-3.1609,1,0.0862,0.04697,0.11614,0.11007,-0.044095,0.038333,0.0098007,0.31616,-0.032453,-0.008532,0.048999,-0.039811,-0.035335,-0.063988,0.020724,0.042792,0.064721,0.015175,0.074499,0.1426,-0.011793,0.049081,0.051685,0.079993,0.20916,0.24623,0.057302,0.15886,-0.040006,-0.058273,-0.0065378,0.023463,0.18567,1.0502,0.66551,0.1406,0.099569,0.23948,0.028645,-0.008648,0.010352,0.10946,0.031078,0.075521,0.067309,0.06268,0.11233,0.10565,0.043635,0.091519,0.071708,0.23571,0.14758,0.10592,0.16354,0.12801,0.19467,0.66338,0.40511,0.15264,0.088923,0.17606,0.029546,0.067471,0.062976,-0.010141,0.022358,0.16714
40.164,-1.2055,-3.18,1,0.10159,0.043552,0.0981,0.14875,-0.058016,0.034805,-0.0069476,0.31252,-0.033513,0.0084256,0.029104,-0.034312,-0.046105,-0.073498,-0.013877,0.037191,0.039234,0.033837,0.088639,0.15662,-0.016479,0.071496,0.035498,0.04758,0.15544,0.18221,0.017547,0.091241,-0.06929,-0.097513,0.047435,0.022611,0.21671,0.93261,0.54112,0.19397,0.10641,0.098067,0.028347,0.022504,0.041651,0.084857,0.036089,0.073902,0.036674,0.065175,0.13046,0.10497,0.051259,0.096381,0.068956,0.23352,0.14915,0.11276,0.15338,0.13019,0.15287,0.65807,0.34627,0.11733,0.10192,0.14886,0.061551,0.057219,0.064775,0.0074929,0.013382,0.25176
40.333,-1.2161,-3.1943,1,0.12131,0.040134,0.084805,0.21053,-0.034819,0.056318,0.0043823,0.17741,-0.015667,0.012886,0.015786,-0.025314,-0.025131,-0.045999,0.010401,0.037883,0.017574,0.052122,0.10278,0.17018,-0.021165,0.089957,0.055009,0.061209,0.10262,0.11125,-0.022209,0.053904,-0.064584,-0.093325,0.090432,0.019068,0.22998,0.70489,0.41673,0.2563,0.12778,-0.054525,0.0072301,0.042995,0.080235,0.16259,0.049915,0.11696,0.041567,0.066796,0.17621,0.1161,0.061556,0.12074,0.074616,0.20642,0.15073,0.11113,0.15379,0.1391,0.12487,0.70419,0.25316,0.11992,0.11164,0.1651,0.10543,0.097143,0.091435,0.039232,0.024612,0.33638
40.498,-1.2411,-3.2185,1,0.13218,0.051917,0.10499,0.27422,0.0098713,0.077831,0.015712,0.05057,0.0021793,0.019935,-0.0030075,0.0073423,0.005045,0.0082737,0.053886,0.053396,0.043211,0.075635,0.092599,0.11459,-0.0069205,0.10751,0.096532,0.086371,0.043032,0.056141,-0.040129,0.035969,-0.026309,-0.012122,0.1303,0.010926,0.14137,0.52054,0.33084,0.34501,0.15148,-0.20712,0.02248,0.19247,0.14251,0.24031,0.086544,0.16402,0.055197,0.073541,0.22196,0.12626,0.083433,0.14557,0.098922,0.17932,0.18333,0.1091,0.1542,0.16847,0.11418,0.6999,0.15368,0.10971,0.10764,0.18134,0.15088,0.14001,0.11969,0.078169,0.053007,0.41288
40.663,-1.256,-3.2328,1,0.12522,0.05971,0.12517,0.32719,0.048846,0.099345,0.022862,0.0096739,0.013505,0.018718,-0.029592,0.041092,0.019989,0.066301,0.093316,0.059072,0.068849,0.096694,0.073332,0.052763,-0.0072098,0.12576,0.13291,0.11539,-0.0083993,0.034003,-0.031574,0.055852,0.011965,0.073454,0.12918,-0.0038749,0.065458,0.28403,0.28475,0.37742,0.17518,-0.33763,0.037731,0.34759,0.19509,0.3173,0.12317,0.20813,0.094983,0.074824,0.25268,0.13606,0.12193,0.18553,0.11804,0.16879,0.21593,0.098428,0.13146,0.19,0.12419,0.69561,0.064406,0.10306,0.10877,0.16436,0.1775,0.17892,0.13678,0.11711,0.081403,0.39547
40.834,-1.2643,-3.2516,1,0.11826,0.070889,0.15653,0.3287,0.083385,0.13323,0.022768,0.067115,0.0036065,0.022882,0.032553,0.074842,0.041698,0.12076,0.12264,0.062164,0.0967,0.082125,0.050087,0.019158,0.01288,0.10168,0.14387,0.13967,0.044687,0.065636,0.013436,0.1046,0.039553,0.13088,0.10419,-0.001553,0.056893,0.089544,0.26714,0.32822,0.18213,-0.17617,0.066369,0.54476,0.17012,0.33479,0.13329,0.22763,0.12112,0.069386,0.26869,0.14722,0.13669,0.20082,0.13118,0.15289,0.22826,0.081456,0.10851,0.19762,0.16606,0.69916,0.096198,0.1364,0.11127,0.14738,0.19417,0.18494,0.14125,0.17587,0.095295,0.34179
41,-1.2631,-3.2532,1,0.14467,0.06916,0.17932,0.28026,0.084435,0.16518,0.022674,0.12173,-0.011418,0.020456,0.094698,0.066146,0.042516,0.11289,0.12284,0.056185,0.10533,0.039241,0.023906,-0.014447,0.031608,0.066877,0.13171,0.16366,0.097774,0.097269,0.056043,0.14271,0.062799,0.16842,0.046426,0.0049659,0.077033,0.11543,0.26811,0.26634,0.18894,-2.69E-05,0.077128,0.67397,0.12037,0.3221,0.090393,0.22768,0.11889,0.062173,0.24864,0.14784,0.12166,0.17659,0.1425,0.13699,0.22163,0.063812,0.089423,0.18835,0.20794,0.70271,0.15265,0.16926,0.10829,0.12831,0.18482,0.18689,0.14929,0.20945,0.10146,0.25406
41.167,-1.2624,-3.2509,1,0.19045,0.067432,0.17356,0.26607,0.061848,0.17681,0.037528,0.18139,0.013626,0.01803,0.17225,0.0085696,0.017496,0.036831,0.097783,0.026429,0.11397,0.015202,-0.0023376,-0.047992,0.050337,0.058946,0.15267,0.1205,0.1723,0.11855,0.10986,0.1487,0.096538,0.16166,0.027003,0.029843,0.1077,0.22255,0.26908,0.2111,0.16468,0.093906,0.11428,0.74717,0.069607,0.25082,0.044143,0.20043,0.084662,0.057582,0.22367,0.13665,0.11994,0.14935,0.1557,0.11845,0.17772,0.056102,0.070335,0.1529,0.18001,0.65216,0.21031,0.18917,0.10531,0.11066,0.17624,0.17248,0.18364,0.22917,0.093206,0.15552
41.33,-1.2549,-3.2492,1,0.23623,0.076353,0.16779,0.25369,0.043971,0.1657,0.070136,0.17966,0.057139,0.046169,0.23045,-0.046047,-0.016727,-0.043023,0.071612,-0.0077213,0.11175,0.0011364,-0.011486,-0.080915,0.052417,0.051016,0.16848,0.077337,0.22978,0.13619,0.13358,0.13942,0.11719,0.092276,0.01936,0.054537,0.15108,0.23367,0.257,0.16355,0.13809,0.064897,0.15902,0.69139,0.022196,0.17837,-0.0079978,0.17945,0.038794,0.0481,0.20586,0.12824,0.11499,0.12163,0.15199,0.11214,0.14367,0.051821,0.058483,0.10961,0.13477,0.65646,0.26798,0.20967,0.11706,0.094462,0.17465,0.15807,0.21799,0.24712,0.084463,0.056048
41.501,-1.2545,-3.2569,1,0.27505,0.085274,0.18597,0.25203,0.036131,0.15459,0.10274,0.12057,0.082284,0.074309,0.27532,-0.078608,-0.037324,-0.058803,0.049545,-0.017996,0.10953,0.00043504,0.023919,-0.099085,0.074677,0.041283,0.16062,0.048165,0.2791,0.14199,0.15651,0.12761,0.1251,0.018817,0.056767,0.054811,0.17016,0.24853,0.23239,0.17335,0.1214,0.019722,0.20376,0.65404,-0.0023181,0.11607,-0.049792,0.16929,-0.011461,0.045055,0.2041,0.12281,0.10582,0.1185,0.15347,0.12458,0.11776,0.050455,0.049857,0.089709,0.10217,0.6906,0.3218,0.22835,0.11718,0.11028,0.18432,0.15495,0.25494,0.23351,0.076127,-0.0039987
41.666,-1.2722,-3.2753,1,0.29803,0.084177,0.1861,0.27686,0.041486,0.13992,0.11573,0.031304,0.098449,0.097067,0.22987,-0.086887,-0.048438,-0.067132,0.051424,-0.017348,0.098145,0.04964,0.059324,-0.063283,0.066418,0.066148,0.17818,0.024463,0.23819,0.12451,0.1388,0.10516,0.12701,-0.015568,0.10066,0.044046,0.17246,0.2033,0.23318,0.27417,0.10009,-0.19658,0.17165,0.57465,0.050728,0.17074,-0.042087,0.1973,-0.027832,0.058832,0.21215,0.12058,0.11724,0.14469,0.1496,0.16134,0.12159,0.060323,0.046046,0.075671,0.058807,0.64698,0.26226,0.1806,0.1111,0.12611,0.19288,0.1572,0.25941,0.19844,0.06806,0.071175
41.826,-1.2837,-3.2878,1,0.28292,0.095986,0.18407,0.30169,0.062419,0.12392,0.1252,-0.02779,0.11461,0.11429,0.18443,-0.093332,-0.031025,-0.04424,0.080153,-0.01408,0.089118,0.098845,0.076457,-0.027481,0.054568,0.11093,0.19963,0.017714,0.19616,0.10702,0.1211,0.092043,0.12893,-0.024551,0.12784,0.033115,0.15051,0.13265,0.25643,0.3908,0.082151,-0.41247,0.12663,0.57811,0.16024,0.28959,0.012255,0.25189,-0.006874,0.072608,0.23587,0.13389,0.12867,0.16739,0.15016,0.16294,0.12543,0.072391,0.062293,0.068222,0.026465,0.4962,0.19964,0.13039,0.08838,0.081686,0.20001,0.16168,0.25808,0.16959,0.070391,0.16546
41.998,-1.2974,-3.3037,1,0.21114,0.11603,0.2058,0.27532,0.083352,0.10369,0.1201,0.012396,0.085457,0.13152,0.13278,-0.051343,0.00054864,0.038977,0.1166,0.027497,0.087221,0.11966,0.088762,0.0054068,0.042718,0.12883,0.18971,0.051675,0.12041,0.092673,0.092184,0.09012,0.10745,0.010587,0.14495,0.0078926,0.12827,0.062,0.31449,0.50078,0.082943,-0.42536,0.076032,0.69483,0.29061,0.4382,0.066596,0.31134,0.023674,0.072952,0.25959,0.14719,0.12539,0.19932,0.15139,0.15301,0.1518,0.088459,0.088681,0.094818,0.050132,0.3716,0.13231,0.09138,0.060198,0.025523,0.20636,0.16604,0.20524,0.14385,0.072213,0.28316
42.167,-1.3083,-3.3213,1,0.13936,0.11491,0.21366,0.24896,0.10551,0.09611,0.094996,0.16862,0.027144,0.093194,0.081132,-0.0087149,0.032123,0.13948,0.15474,0.070733,0.091216,0.1305,0.10107,0.033673,0.034712,0.14674,0.18927,0.09808,0.059825,0.098898,0.076291,0.10145,0.090991,0.060506,0.15341,-0.013253,0.10102,0.055377,0.38683,0.48493,0.083736,-0.29928,0.032722,0.90657,0.39394,0.58797,0.11665,0.33175,0.062591,0.073296,0.27765,0.15548,0.12575,0.23284,0.15843,0.1465,0.17817,0.097506,0.11696,0.13032,0.079979,0.24701,0.064984,0.062463,0.03974,-0.032081,0.1983,0.17052,0.15002,0.11987,0.084437,0.38758
42.332,-1.3117,-3.3283,1,0.10305,0.1138,0.19758,0.22181,0.11762,0.087629,0.069889,0.3276,-0.0127,0.054871,0.061585,0.031779,0.064445,0.1797,0.1882,0.09283,0.095211,0.13044,0.078264,0.053427,0.027893,0.16211,0.21764,0.13498,0.062664,0.1245,0.089106,0.13454,0.082252,0.13667,0.13179,-0.0073948,0.085364,0.086418,0.4519,0.4101,0.079644,-0.18923,-0.00093365,1.0046,0.42553,0.65139,0.15636,0.32206,0.11158,0.072828,0.28022,0.16114,0.13033,0.24225,0.16547,0.127,0.21132,0.090684,0.14289,0.14136,0.15574,0.21158,0.026173,0.050317,0.040986,-0.036988,0.15596,0.16755,0.10338,0.11858,0.088408,0.48598
42.497,-1.3175,-3.3459,1,0.084917,0.12558,0.17377,0.19751,0.12068,0.06994,0.051331,0.39787,-0.020612,0.022675,0.071779,0.047992,0.07892,0.20205,0.19752,0.10733,0.11755,0.092028,0.05591,0.049797,0.025639,0.16212,0.22975,0.16859,0.12497,0.18699,0.11917,0.18303,0.088019,0.21284,0.094102,0.0025401,0.079232,0.12141,0.50012,0.32586,0.079916,-0.099237,0.023862,1.01,0.38384,0.57861,0.16461,0.2809,0.13107,0.060407,0.27572,0.16388,0.12749,0.22142,0.17238,0.09217,0.21738,0.078933,0.12886,0.16312,0.2315,0.1873,0.080818,0.075936,0.048398,-0.041896,0.12541,0.1611,0.10022,0.11544,0.094296,0.4294
42.667,-1.3172,-3.359,1,0.071724,0.13597,0.15213,0.16489,0.1135,0.047653,0.036289,0.46814,-0.028524,0.0080777,0.081973,0.063391,0.070536,0.19021,0.18257,0.10712,0.13095,0.05362,0.051379,0.046167,0.021575,0.14222,0.2104,0.17687,0.18839,0.24379,0.14893,0.21742,0.083052,0.19684,0.072265,0.027398,0.092787,0.18478,0.54389,0.23083,0.086243,-0.0096635,0.074536,0.96076,0.29546,0.45244,0.13745,0.21317,0.13197,0.047986,0.24581,0.15615,0.12464,0.20444,0.16929,0.089029,0.22345,0.087314,0.11278,0.18619,0.28765,0.36016,0.21792,0.10867,0.063255,0.0030475,0.094657,0.15379,0.097053,0.094692,0.092619,0.37282
42.833,-1.3386,-3.3919,1,0.092663,0.11752,0.11678,0.13955,0.094582,0.025711,0.0060728,0.45545,-0.044451,-0.0065193,0.076389,0.065245,0.03582,0.13595,0.14739,0.095567,0.11281,0.041589,0.047868,0.041611,0.017512,0.13515,0.15945,0.16696,0.26581,0.30254,0.15586,0.24247,0.058204,0.12923,0.030891,0.048373,0.11559,0.2561,0.55285,0.11733,0.095626,-0.029684,0.12521,0.85424,0.17902,0.26179,0.1103,0.15225,0.11493,0.049251,0.21591,0.14843,0.11838,0.17678,0.15995,0.085887,0.22186,0.091695,0.15255,0.1982,0.29475,0.56598,0.35853,0.13851,0.083571,0.058302,0.06631,0.14401,0.078007,0.064073,0.090125,0.29448
42.998,-1.3478,-3.4032,1,0.11245,0.090955,0.089147,0.086442,0.069727,0.011807,-0.0097699,0.39378,-0.04969,0.021611,0.087621,0.066459,0.0011044,0.063188,0.091245,0.065067,0.066052,0.063501,0.040115,0.028309,0.010438,0.13385,0.099016,0.14241,0.33882,0.3324,0.15453,0.23795,0.018632,0.060099,-0.025967,0.06527,0.15744,0.3228,0.52627,0.0956,0.098524,-0.037245,0.16093,0.63904,0.097575,0.071142,0.080176,0.1201,0.097885,0.054391,0.18452,0.14296,0.10849,0.1504,0.14582,0.063706,0.20089,0.10008,0.18319,0.17408,0.29567,0.7718,0.47089,0.17301,0.087264,0.12415,0.044767,0.13411,0.061341,0.028957,0.064703,0.25604
43.163,-1.3652,-3.4273,1,0.10112,0.064394,0.067538,0.034118,0.057289,-0.0034188,-0.025613,0.31816,-0.054928,0.034349,0.087875,0.052101,-0.038781,-0.0095737,0.031924,0.037581,0.019296,0.098398,0.032003,0.015007,0.036965,0.14261,0.08602,0.095391,0.32127,0.28201,0.11893,0.19136,-0.015924,-0.035432,-0.082414,0.087847,0.19928,0.33076,0.45093,0.077457,0.096403,-0.098157,0.17998,0.4831,0.032612,-0.042334,0.051272,0.11452,0.07098,0.059367,0.15974,0.1254,0.098604,0.15587,0.13594,0.038196,0.16501,0.1264,0.20993,0.15886,0.23803,0.85861,0.54494,0.15766,0.080887,0.12573,0.057507,0.1002,0.045949,-0.001337,0.045671,0.21411
43.333,-1.3968,-3.4569,1,0.087468,0.038792,0.039132,-0.0015616,0.044851,-0.024274,-0.025152,0.31548,-0.045264,0.04096,0.096566,0.03814,-0.053742,-0.068335,-0.026173,0.016019,-0.030886,0.15116,0.030877,-0.0021406,0.064638,0.16672,0.089296,0.048372,0.25749,0.19216,0.065163,0.11928,-0.047272,-0.12896,-0.11414,0.10635,0.21967,0.30415,0.38683,0.10279,0.067792,-0.11337,0.19012,0.38451,0.060407,-0.04048,0.035862,0.12552,0.044075,0.057704,0.13496,0.10785,0.099258,0.18693,0.13236,0.028022,0.13047,0.15272,0.2685,0.13141,0.17861,1.0056,0.56579,0.14613,0.078533,0.1273,0.080797,0.073472,0.03556,-0.029779,0.023309,0.21302
43.499,-1.4063,-3.4649,1,0.071868,0.013857,0.0015418,0.0188,0.046428,-0.040531,-0.013068,0.26675,-0.043928,0.03401,0.10272,0.024546,-0.054494,-0.086245,-0.035,0.0089496,-0.058962,0.1893,0.030199,-0.015395,0.074373,0.17176,0.087568,0.027926,0.16394,0.10522,0.011702,0.062578,-0.073182,-0.14678,-0.13741,0.098166,0.21118,0.26344,0.32274,0.13981,0.094268,-0.12859,0.17418,0.26309,0.092495,0.0017585,0.047717,0.15843,0.04048,0.056041,0.14562,0.12953,0.099911,0.19971,0.14534,0.047996,0.12237,0.15088,0.29092,0.11103,0.12776,1.0625,0.45241,0.11433,0.075061,0.13222,0.10887,0.064196,0.02517,-0.023551,0.020314,0.21194
43.664,-1.4217,-3.4858,1,0.061009,0.014856,-0.022294,0.051603,0.068345,-0.045465,0.020553,0.17464,-0.011988,0.027061,0.080021,0.024944,-0.02957,-0.050769,-0.009223,0.016095,-0.033322,0.22161,0.024245,-0.024867,0.084108,0.16395,0.10244,0.039754,0.060802,0.018279,-0.015531,0.021458,-0.090548,-0.14264,-0.096645,0.084073,0.19344,0.23027,0.2539,0.23589,0.087184,-0.1438,0.13909,0.14167,0.1469,0.084203,0.059572,0.18451,0.054365,0.066476,0.16628,0.15879,0.098748,0.21537,0.16385,0.078905,0.13929,0.1451,0.24736,0.096719,0.12638,1.0409,0.32216,0.087176,0.075606,0.13713,0.13454,0.062988,0.036636,0.00051661,0.028834,0.21345
43.834,-1.4376,-3.5006,1,0.051306,0.019445,-0.0478,0.10941,0.090262,-0.032968,0.042054,0.068579,0.0082727,0.012796,0.043592,0.03633,0.0059157,0.016942,0.045973,0.040934,0.012251,0.21997,0.022533,-0.0069613,0.099158,0.16371,0.1527,0.05578,-0.029155,-0.060338,-0.017436,-0.00057239,-0.075955,-0.093475,-0.0404,0.063141,0.15482,0.17818,0.2004,0.34507,0.11059,-0.17892,0.084063,0.036918,0.19282,0.21177,0.080149,0.20512,0.0807,0.073037,0.19716,0.18048,0.097585,0.23545,0.18661,0.1132,0.17558,0.13341,0.19629,0.11054,0.12739,0.91524,0.21231,0.054833,0.087315,0.12081,0.13924,0.068393,0.053075,0.032235,0.051582,0.24531
44,-1.4547,-3.5272,1,0.05548,0.042534,-0.030857,0.16997,0.10538,-0.015921,0.061143,0.0085826,0.028533,0.041091,0.0071644,0.038718,0.049769,0.087714,0.11305,0.064419,0.057823,0.19721,0.029453,0.0040992,0.080978,0.16028,0.16113,0.092423,-0.078186,-0.065965,0.0052055,-0.0016757,-0.04744,0.0054778,0.021957,0.028581,0.10854,0.17073,0.21936,0.43918,0.13002,-0.19246,0.036053,0.18323,0.30302,0.38421,0.12309,0.22142,0.10683,0.076556,0.22506,0.21395,0.10658,0.22589,0.19571,0.14071,0.20814,0.11151,0.16182,0.12437,0.13265,0.74329,0.10794,0.057376,0.096679,0.10069,0.12829,0.11468,0.075043,0.078137,0.076038,0.24127
44.165,-1.4729,-3.5602,1,0.06076,0.065623,0.0094969,0.21556,0.12051,0.0092239,0.072396,0.0043701,0.031115,0.042219,-0.0077898,0.040709,0.068698,0.15849,0.18013,0.085822,0.11253,0.17221,0.028938,0.01516,0.069452,0.15686,0.16955,0.13114,-0.063867,-0.0027956,0.049845,0.0073301,-0.016563,0.10243,0.060221,-0.0059791,0.082751,0.16801,0.32133,0.4046,0.17158,-0.18387,-0.0051904,0.36485,0.38086,0.53108,0.16102,0.23411,0.14339,0.086713,0.25296,0.24743,0.11559,0.21632,0.19881,0.16593,0.23345,0.089603,0.13022,0.14888,0.14867,0.50004,0.028373,0.06906,0.10067,0.084369,0.11065,0.16097,0.0889,0.11391,0.10049,0.24935
44.33,-1.4844,-3.5876,1,0.068332,0.08699,0.079651,0.20993,0.11915,0.034368,0.079863,0.055504,0.043336,0.061281,-0.020202,0.038257,0.074429,0.20025,0.21439,0.1025,0.15407,0.16184,0.02711,0.011539,0.075972,0.15392,0.20641,0.15193,0.0256,0.082318,0.095463,0.043828,0.012953,0.1708,0.090881,-0.023701,0.067279,0.16528,0.43467,0.35515,0.1534,-0.20939,0.0039775,0.37702,0.38225,0.53754,0.18209,0.22488,0.15268,0.096871,0.25633,0.24714,0.11668,0.22241,0.18528,0.16148,0.25351,0.081642,0.13477,0.16626,0.17832,0.30704,0.047264,0.14945,0.10234,0.074609,0.099933,0.16999,0.10276,0.12432,0.1121,0.2453
44.5,-1.5026,-3.6156,1,0.070007,0.079262,0.14981,0.1779,0.094171,0.051715,0.091009,0.13694,0.032967,0.064382,-0.0021184,0.029028,0.052697,0.18403,0.21315,0.082755,0.15056,0.14592,0.032462,0.0079178,0.055929,0.14963,0.19421,0.15158,0.11507,0.14826,0.13671,0.074105,0.030422,0.19907,0.068339,-0.027013,0.045523,0.16985,0.55275,0.26511,0.15089,-0.18735,0.032306,0.3892,0.33669,0.46769,0.17584,0.19027,0.15064,0.08985,0.2479,0.22594,0.10962,0.19623,0.16817,0.14609,0.27096,0.079017,0.12724,0.17756,0.24253,0.3683,0.13265,0.17676,0.098194,0.08193,0.10129,0.16031,0.11249,0.11992,0.11723,0.23495
44.666,-1.5172,-3.6383,1,0.053987,0.06888,0.20172,0.14401,0.064482,0.036035,0.11052,0.21837,0.022016,0.064861,0.012882,-0.0031824,0.0165,0.13619,0.17164,0.062411,0.13334,0.12792,0.022684,0.015014,0.029739,0.10365,0.12904,0.14301,0.19135,0.20752,0.15385,0.095587,0.024007,0.18232,0.036373,-0.024396,0.03806,0.18727,0.61756,0.16357,0.12437,-0.1739,0.071448,0.45782,0.25567,0.35001,0.13918,0.15328,0.13615,0.079257,0.21522,0.21217,0.093663,0.15302,0.14245,0.1202,0.27457,0.096721,0.12721,0.1788,0.26937,0.53356,0.22621,0.25769,0.088533,0.082815,0.12265,0.13584,0.088857,0.094574,0.10963,0.1698
44.831,-1.5287,-3.6555,1,0.03573,0.036622,0.17819,0.10151,0.030015,0.013253,0.15174,0.24913,0.011065,0.038172,0.027882,-0.026396,-0.029381,0.06221,0.1138,0.03886,0.11293,0.11805,0.0042742,0.049211,0.0056938,0.055361,0.054098,0.12797,0.23768,0.22436,0.12781,0.086201,-0.01696,0.12,-0.011915,-0.0097532,0.056968,0.2047,0.64463,0.083057,0.10863,-0.089494,0.11059,0.31114,0.14272,0.16457,0.078934,0.11731,0.12392,0.071166,0.17447,0.17808,0.064425,0.10759,0.11409,0.10443,0.24268,0.11966,0.13468,0.18005,0.26222,0.74513,0.32409,0.24599,0.072626,0.090078,0.15801,0.084358,0.058415,0.051978,0.077453,0.15007
45.001,-1.5353,-3.6602,1,0.016367,0.0043644,0.14578,0.063907,-0.0044524,-0.0047542,0.2008,0.23988,0.00011344,0.038038,0.028606,-0.033304,-0.075262,-0.011774,0.055956,0.018745,0.080289,0.10848,0.021369,0.083408,-0.025005,0.038744,-0.020844,0.10679,0.26689,0.1596,0.095056,0.075368,-0.057928,0.038767,-0.044758,0.0048896,0.08405,0.23597,0.57053,0.087751,0.11301,-0.052901,0.14297,0.14897,0.033912,-0.020868,0.03297,0.10115,0.10125,0.062498,0.13372,0.14399,0.038319,0.10212,0.085721,0.095669,0.21078,0.13193,0.14277,0.17211,0.24597,1.0029,0.40791,0.20623,0.056719,0.093547,0.1537,0.043142,0.025235,0.01951,0.045272,0.11821
45.166,-1.5346,-3.6588,1,0.025929,-0.024385,0.079129,0.080061,-0.028586,-0.020108,0.24172,0.20948,-0.022493,0.03073,0.02933,-0.032581,-0.086877,-0.046155,0.010039,0.0049989,0.047643,0.098907,0.039777,0.10966,-0.04905,0.041624,-0.064031,0.085606,0.20229,0.075657,0.059982,0.037045,-0.092239,-0.025368,-0.056631,0.0070219,0.10394,0.26723,0.48507,0.10917,0.12562,0.01781,0.1254,0.15338,0.047476,-0.0256,0.023762,0.10236,0.099799,0.05383,0.13455,0.14345,0.03571,0.10008,0.093085,0.098178,0.19767,0.13701,0.13438,0.16342,0.21277,1.2104,0.39605,0.11338,0.05465,0.096132,0.1641,0.030447,-0.0065562,0.0026229,0.044021,0.14508
