Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57
145.5,-2.6414,-1.3064,1,0.21826,0.13888,-0.013016,0.079105,0.19656,0.46431,0.29993,0.09442,0.060132,0.39845,0.48699,-0.0088645,0.1149,0.066323,0.16646,0.3033,0.097572,0.075395,0.23774,0.35584,0.27315,0.69003,0.24407,0.036241,0.036241,0.72615,0.098934,0.32374,0.27359,0.41623,0.29747,-0.0032524,0.33376,0.25572,-0.087829,0.11473,0.065289,0.15595,0.34644,0.24171,0.314,0.17357,0.13163,0.057644,0.15738,0.33877,0.29262,0.11848,-0.04704,0.2608,0.10285,0.057298,0.16982,0.0011731,0.48821,0.10687,2.3537
145.67,-2.6444,-1.3137,1,0.20932,0.15269,-0.029649,0.073109,0.20594,0.47633,0.27869,0.09601,0.090231,0.36629,0.59629,0.00038488,0.12261,0.085169,0.18178,0.30673,0.091597,0.092262,0.20849,0.35817,0.26173,0.71226,0.24196,0.029933,0.029933,0.73537,0.10266,0.32248,0.28803,0.30056,0.27438,-0.019264,0.19197,0.27244,-0.090316,0.14353,-0.0041125,0.15832,0.36256,0.25659,0.31255,0.18354,0.14805,0.037334,0.077567,0.31798,0.26251,0.18017,-0.058177,0.2426,0.13423,0.051112,0.18462,0.0039832,0.47222,0.090181,2.5203
145.83,-2.6466,-1.3199,1,0.19673,0.17367,-0.037503,0.070596,0.20492,0.49612,0.25661,0.14586,0.11398,0.34093,0.67581,0.046712,0.12881,0.10671,0.18973,0.28296,0.087024,0.11126,0.23142,0.32928,0.24975,0.70249,0.23985,0.030174,0.030174,0.72003,0.10766,0.3411,0.35701,0.17836,0.25636,-0.034445,0.2651,0.29729,-0.084085,0.17124,0.0016279,0.17432,0.36607,0.2583,0.29835,0.19304,0.14595,0.019656,0.055656,0.29719,0.28386,0.3049,-0.04352,0.23022,0.16002,0.05859,0.21714,0.0058661,0.46382,0.089045,2.5459
146,-2.6514,-1.3098,1,0.18414,0.2054,-0.04244,0.067918,0.20158,0.49802,0.22257,0.19571,0.11665,0.33778,0.69844,0.076693,0.13452,0.12054,0.19082,0.25488,0.093595,0.11481,0.20727,0.30039,0.24974,0.72245,0.25028,0.030415,0.030415,0.70791,0.1184,0.34105,0.37663,0.13613,0.20024,-0.028798,0.25893,0.28742,-0.07642,0.18702,0.0059079,0.16133,0.35701,0.258,0.29126,0.19195,0.14575,0.009963,0.062537,0.24278,0.28634,0.39147,-0.011515,0.21784,0.1858,0.16202,0.30237,0.013753,0.45053,0.097362,2.4743
146.17,-2.6613,-1.3033,1,0.19262,0.23713,-0.045094,0.067121,0.17642,0.50435,0.19778,0.21324,0.069213,0.33527,0.6282,0.10667,0.12033,0.12285,0.19521,0.2186,0.099318,0.12213,0.21236,0.23717,0.24717,0.73371,0.25479,0.026118,0.026118,0.69528,0.13115,0.38917,0.42658,0.14423,0.24221,-0.017942,0.25957,0.27755,-0.067731,0.19298,0.027938,0.15002,0.34317,0.26086,0.28512,0.19323,0.13935,0.0040748,0.084803,0.24725,0.33702,0.48643,0.10486,0.20173,0.18175,0.27142,0.37357,0.01814,0.42118,0.10938,2.4269
146.33,-2.6657,-1.2893,1,0.21145,0.24617,-0.039066,0.083462,0.15228,0.49861,0.19719,0.19716,0.0084914,0.34551,0.54068,0.08917,0.10393,0.11828,0.18533,0.18812,0.10694,0.12853,0.19842,0.22602,0.241,0.76118,0.26161,0.02182,0.02182,0.70339,0.1495,0.41579,0.41421,0.14686,0.25068,-0.008181,0.23767,0.24761,-0.058616,0.20425,0.03476,0.16726,0.35506,0.26594,0.28195,0.19501,0.12349,6.33E-05,0.11327,0.28083,0.35187,0.40176,0.11993,0.2475,0.17759,0.27071,0.3607,0.037401,0.39182,0.12558,2.4613
146.5,-2.6816,-1.2843,1,0.22434,0.22771,-0.027924,0.10007,0.14757,0.5059,0.19688,0.15498,-0.032495,0.35266,0.48447,0.084613,0.081561,0.11073,0.1762,0.17022,0.12157,0.1286,0.19078,0.21392,0.23482,0.77794,0.26344,0.036774,0.036774,0.70303,0.15772,0.46392,0.48669,0.14622,0.28361,0.0033593,0.2206,0.22556,-0.0525,0.21179,0.071734,0.20035,0.36275,0.28293,0.27856,0.21261,0.10943,0.0015475,0.1582,0.28725,0.36777,0.42509,0.13499,0.28321,0.16512,0.259,0.34783,0.041314,0.3734,0.16058,2.4645
146.67,-2.6955,-1.2686,1,0.23768,0.20866,-0.016466,0.12088,0.15291,0.50367,0.22107,0.063613,-0.072447,0.35878,0.43485,0.060529,0.077535,0.097813,0.1626,0.17563,0.1362,0.11257,0.17683,0.21067,0.22983,0.7963,0.29391,0.055007,0.055007,0.70591,0.17648,0.49054,0.45875,0.12963,0.29936,0.019031,0.15414,0.17794,-0.047223,0.22402,0.083734,0.20826,0.30627,0.29321,0.28517,0.24863,0.1139,0.0047237,0.18042,0.25449,0.34077,0.41026,0.15588,0.3714,0.15286,0.24125,0.34872,0.059198,0.40401,0.20343,2.3178
146.83,-2.7036,-1.2664,1,0.25102,0.15738,0.0029046,0.14185,0.18407,0.50087,0.25412,0.019792,-0.095277,0.37114,0.36422,0.059154,0.059283,0.084898,0.14901,0.19073,0.14046,0.093905,0.17024,0.20743,0.22722,0.80246,0.27011,0.083896,0.083896,0.70518,0.19682,0.49487,0.45742,0.1021,0.32223,0.03605,0.14193,0.14788,-0.047964,0.23517,0.12438,0.22388,0.25045,0.30306,0.29319,0.28465,0.11978,0.031079,0.18333,0.21596,0.29893,0.44816,0.15942,0.45893,0.14059,0.20946,0.31718,0.082596,0.43952,0.22399,2.171
147,-2.7044,-1.2641,1,0.24841,0.09255,0.019992,0.1215,0.23706,0.49363,0.29679,0.034351,-0.094337,0.36779,0.27592,0.11908,0.067398,0.078989,0.12109,0.22192,0.14366,0.085939,0.16366,0.20756,0.21631,0.8086,0.2454,0.11778,0.11778,0.70377,0.23185,0.45228,0.42575,0.058288,0.21427,0.047859,0.1437,0.11831,-0.049291,0.24194,0.20665,0.22478,0.24282,0.22945,0.30122,0.32162,0.12434,0.058551,0.21048,0.15736,0.26097,0.4479,0.16407,0.54114,0.15286,0.16314,0.28565,0.1095,0.4916,0.23875,2.0286
147.17,-2.7045,-1.2708,1,0.25923,0.047804,0.034545,0.086523,0.23127,0.45664,0.3624,0.11823,-0.07567,0.35106,0.19053,0.22377,0.075513,0.07997,0.11082,0.25543,0.14443,0.09319,0.16424,0.22725,0.19335,0.78762,0.2207,0.15354,0.15354,0.69816,0.25211,0.45081,0.42442,0.025634,0.15054,0.059669,0.17485,0.12639,-0.053439,0.22824,0.34998,0.24846,0.21424,0.15585,0.31068,0.36061,0.12624,0.10582,0.30352,0.12914,0.2375,0.43556,0.14995,0.55197,0.18552,0.11373,0.3197,0.12737,0.50078,0.24749,1.8483
147.33,-2.7055,-1.2768,1,0.2868,0.026881,0.046899,0.052334,0.19872,0.407,0.42801,0.22237,-0.023889,0.31888,0.093601,0.32846,0.10597,0.084087,0.11445,0.29653,0.14573,0.12647,0.17037,0.24694,0.15526,0.74726,0.20713,0.17242,0.17242,0.69059,0.27237,0.47303,0.38536,0.039448,0.13197,0.062911,0.16,0.19293,-0.050437,0.21305,0.49844,0.26991,0.16131,0.084268,0.33739,0.3844,0.1332,0.16631,0.4049,0.15916,0.23557,0.36829,0.13582,0.57826,0.24164,0.075327,0.35367,0.14675,0.54194,0.25421,1.4211
147.5,-2.7059,-1.2745,1,0.30535,0.03775,0.068818,0.013945,0.18546,0.3591,0.49362,0.3256,0.071061,0.28772,0.071143,0.41559,0.13952,0.085892,0.12742,0.32868,0.16183,0.17513,0.19607,0.27608,0.11656,0.65739,0.16493,0.21022,0.21022,0.67475,0.28083,0.53286,0.3922,0.103,0.14172,0.051393,0.19249,0.27689,-0.03722,0.20398,0.6469,0.31006,0.17192,0.030984,0.35409,0.3715,0.1467,0.22679,0.51542,0.1905,0.25277,0.31503,0.11151,0.51465,0.30892,0.073225,0.33676,0.15536,0.56653,0.21843,1.1593
147.67,-2.7078,-1.2778,1,0.3056,0.084018,0.093545,-0.027766,0.14869,0.30142,0.54962,0.32425,0.16428,0.35983,0.14746,0.48359,0.19646,0.087696,0.15965,0.35545,0.18551,0.22755,0.2271,0.29315,0.17451,0.57339,0.17765,0.2467,0.2467,0.65928,0.28058,0.61901,0.38481,0.17749,0.15204,0.03853,0.18311,0.32869,-0.019417,0.19491,0.72786,0.31979,0.1817,-0.022301,0.36659,0.35861,0.16083,0.25687,0.54809,0.21984,0.26835,0.24801,0.087562,0.4517,0.37619,0.091138,0.29336,0.16633,0.59111,0.17992,0.88481
147.83,-2.7088,-1.2866,1,0.30073,0.14383,0.11827,-0.030038,0.099909,0.2483,0.65122,0.28938,0.23257,0.491,0.23047,0.43258,0.23932,0.10163,0.18364,0.38222,0.20031,0.26175,0.26081,0.30684,0.24331,0.48938,0.18622,0.28107,0.28107,0.64071,0.26563,0.61359,0.48275,0.253,0.30053,0.029174,0.21005,0.37999,-0.011426,0.17613,0.71953,0.34969,0.1433,0.011043,0.35876,0.33383,0.17703,0.28462,0.54983,0.21238,0.26556,0.31165,0.068041,0.37346,0.48177,0.11155,0.24995,0.16592,0.65615,0.1486,0.58278
148,-2.7066,-1.2903,1,0.29241,0.23858,0.15591,-0.015003,0.1099,0.22541,0.5949,0.23144,0.29257,0.57881,0.33459,0.37241,0.27193,0.11791,0.20192,0.39319,0.19129,0.27701,0.29454,0.30133,0.28376,0.42896,0.19985,0.31355,0.31355,0.63457,0.25446,0.57803,0.44211,0.30475,0.37419,0.02231,0.17303,0.40094,-0.0035674,0.17351,0.61041,0.32685,0.11488,0.047431,0.33361,0.30594,0.19324,0.29223,0.48252,0.16612,0.26277,0.39063,0.067297,0.34707,0.49235,0.14103,0.22545,0.16618,0.71143,0.12224,0.28076
148.16,-2.7127,-1.3144,1,0.27328,0.31323,0.19291,-0.0010178,0.13563,0.23276,0.61684,0.14757,0.28757,0.6452,0.43871,0.31561,0.27922,0.13105,0.20554,0.36635,0.18175,0.22433,0.29192,0.29581,0.33453,0.42295,0.20225,0.3242,0.3242,0.63563,0.23022,0.49147,0.54745,0.33302,0.46033,0.021774,0.18226,0.35854,-0.0020929,0.17088,0.49099,0.31576,0.12133,0.081776,0.30122,0.25187,0.19111,0.28112,0.37688,0.14288,0.24829,0.53541,0.10269,0.33187,0.42383,0.221,0.20103,0.13969,0.74448,0.097895,0.37671
148.33,-2.7,-1.3282,1,0.26965,0.33462,0.19988,0.0054934,0.13935,0.27031,0.56684,0.1105,0.23177,0.67062,0.47751,0.25881,0.24577,0.14173,0.19788,0.33525,0.15309,0.16871,0.26418,0.29559,0.38529,0.46116,0.19387,0.31207,0.31207,0.64599,0.20598,0.38024,0.5142,0.32144,0.45775,0.031035,0.12865,0.30511,-0.013655,0.16052,0.36189,0.28578,0.13048,0.08871,0.28449,0.21154,0.16813,0.24506,0.2607,0.14389,0.235,0.60037,0.11512,0.39323,0.34278,0.28429,0.20659,0.11092,0.73154,0.1059,0.56176
148.5,-2.6841,-1.3417,1,0.27851,0.33386,0.18642,0.014875,0.14148,0.33211,0.60149,0.084576,0.14988,0.63375,0.47648,0.17002,0.20365,0.13654,0.17414,0.30567,0.11608,0.1164,0.21764,0.30548,0.33836,0.51963,0.17803,0.26221,0.26221,0.672,0.18751,0.26901,0.5246,0.31955,0.52458,0.040295,0.12756,0.29234,-0.016038,0.19854,0.26734,0.26933,0.15098,0.10755,0.29165,0.16717,0.14453,0.21208,0.21322,0.16863,0.23605,0.73031,0.15126,0.45459,0.26095,0.34758,0.21835,0.073181,0.72247,0.1139,0.86871
148.66,-2.6787,-1.3494,1,0.28799,0.3331,0.17067,0.024256,0.15562,0.3848,0.49701,0.086053,0.069135,0.51257,0.48529,0.12791,0.16125,0.14064,0.16967,0.27633,0.087421,0.071674,0.16842,0.31537,0.28078,0.58352,0.19464,0.20926,0.20926,0.70639,0.16457,0.24936,0.3858,0.2834,0.38749,0.043079,0.19019,0.27107,-0.0090461,0.22291,0.16281,0.2212,0.17583,0.14977,0.32527,0.13195,0.12094,0.1791,0.16574,0.19717,0.23711,0.63506,0.17242,0.45034,0.10438,0.40669,0.4307,0.046807,0.64706,0.11516,1.3079
148.83,-2.684,-1.3569,1,0.28033,0.29742,0.13763,0.01633,0.18363,0.45565,0.52332,0.06643,-0.007753,0.47071,0.48735,0.096823,0.13004,0.14192,0.1756,0.26047,0.083388,0.030653,0.1192,0.31342,0.26406,0.64135,0.2062,0.14997,0.14997,0.72529,0.14703,0.22773,0.3856,0.28194,0.33823,0.043371,0.29584,0.2583,-0.0019227,0.24927,0.11611,0.20305,0.19068,0.18894,0.37621,0.092948,0.097352,0.14879,0.12379,0.23412,0.30544,0.61114,0.19358,0.39123,0.022433,0.46581,0.62415,0.014813,0.65087,0.11705,1.7471
149,-2.676,-1.3512,1,0.27268,0.26264,0.10633,0.019587,0.1959,0.49387,0.39771,0.081208,-0.042947,0.39852,0.4894,0.041996,0.10684,0.1432,0.18889,0.26224,0.079707,0.04155,0.12296,0.30926,0.24449,0.68068,0.19558,0.11095,0.11095,0.74727,0.14257,0.20887,0.24584,0.22592,0.20114,0.040403,0.45077,0.24429,0.0071855,0.26933,0.057953,0.1723,0.2047,0.21552,0.42696,0.099495,0.083381,0.11268,0.092145,0.19566,0.28962,0.5166,0.16492,0.34462,0.02658,0.47442,0.81258,0.0095741,0.59447,0.12868,2.0642
149.16,-2.6652,-1.3572,1,0.26032,0.2378,0.091247,0.030319,0.2009,0.50189,0.37058,0.04283,-0.07052,0.43449,0.50568,-0.012831,0.10244,0.14045,0.20412,0.26211,0.081117,0.053974,0.12951,0.29228,0.22493,0.71792,0.19173,0.072506,0.072506,0.7676,0.12759,0.20162,0.24468,0.20662,0.15464,0.033887,0.6212,0.25908,0.019347,0.27966,0.0075078,0.13232,0.21769,0.25401,0.45934,0.11219,0.073007,0.10084,0.087825,0.15862,0.2777,0.4703,0.16035,0.26172,0.04325,0.46082,0.82335,-0.00079664,0.57827,0.14263,2.2977
149.33,-2.6771,-1.3618,1,0.25629,0.2353,0.084656,0.037029,0.20748,0.50045,0.23943,0.064785,-0.090681,0.36162,0.52195,-0.033204,0.085758,0.15185,0.22026,0.26046,0.086619,0.059303,0.14614,0.26837,0.20837,0.74696,0.18788,0.065527,0.065527,0.77229,0.11262,0.18609,0.16605,0.14917,0.037201,0.027371,0.66268,0.23401,0.021173,0.2468,-0.045583,0.085962,0.22017,0.2806,0.45799,0.1396,0.062632,0.089038,0.064328,0.099866,0.25304,0.33776,0.13377,0.19412,0.053169,0.4449,0.83411,-0.012784,0.52546,0.16184,2.4221
149.5,-2.6929,-1.3654,1,0.25497,0.23172,0.071054,0.04374,0.21407,0.5059,0.21229,0.057526,-0.10339,0.34265,0.47199,0.010808,0.069355,0.14213,0.24119,0.25856,0.098058,0.054163,0.15945,0.24445,0.20246,0.77057,0.14422,0.062716,0.062716,0.76379,0.10182,0.2363,0.14804,0.15343,0.0612,0.020302,0.58203,0.22952,0.024156,0.23795,-0.047796,0.079109,0.2183,0.2745,0.44796,0.15944,0.061876,0.070131,0.060389,0.05038,0.22899,0.29976,0.12218,0.19213,0.067682,0.42906,0.65498,-0.024772,0.49921,0.18059,2.3558
149.67,-2.7057,-1.3585,1,0.26656,0.22814,0.048993,0.060479,0.16849,0.4932,0.19167,0.073175,-0.1161,0.25454,0.42203,0.043803,0.051891,0.12852,0.25918,0.25603,0.10922,0.044726,0.16509,0.2193,0.17984,0.7889,0.10056,0.066253,0.066253,0.75616,0.098286,0.29409,0.13004,0.14873,0.08922,0.013965,0.46314,0.20446,0.036043,0.2291,-0.044374,0.072255,0.35295,0.26683,0.43096,0.19064,0.061121,0.047544,0.051022,0.023561,0.13768,0.25693,0.11059,0.21795,0.096605,0.39821,0.57134,-0.018367,0.40425,0.19558,2.2894
149.83,-2.7134,-1.3521,1,0.28655,0.22297,0.023628,0.076668,0.11167,0.49555,0.24469,0.064538,-0.11806,0.23294,0.44688,0.067499,0.035377,0.10806,0.26982,0.25349,0.11409,0.035289,0.14914,0.22115,0.16322,0.78606,0.086906,0.073689,0.073689,0.73874,0.087486,0.38141,0.11835,0.19161,0.15452,0.0076279,0.32762,0.18436,0.048427,0.23001,-0.029499,0.098996,0.47793,0.25967,0.41354,0.19489,0.043278,0.028468,0.05843,0.076905,0.13417,0.18286,0.14089,0.25714,0.1701,0.36736,0.54629,0.0071415,0.34881,0.18489,2.2276
150,-2.7245,-1.3489,1,0.31423,0.22089,-0.0015958,0.092857,0.057641,0.48869,0.25941,0.11365,-0.1111,0.14412,0.58153,0.091194,0.027392,0.090902,0.2754,0.26997,0.11599,0.066817,0.1304,0.2531,0.14826,0.77526,0.080073,0.084107,0.084107,0.72865,0.11358,0.4392,0.12048,0.20475,0.20821,0.007768,0.17922,0.14295,0.067105,0.23866,-0.027517,0.14659,0.61444,0.24406,0.38652,0.20624,0.036149,0.012367,0.049063,0.17722,0.11373,0.12633,0.17118,0.34078,0.2375,0.33989,0.7612,0.037782,0.27427,0.1742,2.1657
150.17,-2.7418,-1.3411,1,0.38747,0.21913,-0.028293,0.11198,0.0026485,0.48183,0.3009,0.13916,-0.076823,0.14804,0.71619,0.1252,0.051149,0.10148,0.27161,0.28646,0.11598,0.098344,0.12889,0.30223,0.14415,0.75204,0.076105,0.11406,0.11406,0.7177,0.11121,0.46117,0.15642,0.21079,0.26325,0.011555,0.16882,0.1329,0.089333,0.25429,-0.017118,0.20242,0.71693,0.22844,0.35946,0.18552,0.058987,-0.002136,0.05085,0.32242,0.093292,0.092536,0.1994,0.36667,0.31244,0.32394,0.98526,0.06764,0.23283,0.16673,2.0392
150.33,-2.7477,-1.331,1,0.45739,0.2546,-0.045682,0.12284,-0.05138,0.47196,0.30526,0.20496,0.0090816,0.13901,0.86852,0.11687,0.076663,0.1188,0.26303,0.28414,0.12283,0.14571,0.13071,0.35137,0.14147,0.72883,0.087461,0.14294,0.14294,0.71823,0.11871,0.38773,0.1756,0.18597,0.27171,0.026992,0.15595,0.11419,0.13261,0.27173,-0.015136,0.23504,0.84979,0.24718,0.33494,0.17238,0.07002,-0.0036955,0.030701,0.45254,0.080938,0.067291,0.22892,0.38825,0.38112,0.26521,1.214,0.096108,0.19139,0.16543,1.9526
150.5,-2.7649,-1.3303,1,0.52155,0.29788,-0.016966,0.13193,-0.033292,0.4621,0.27825,0.23625,0.14758,0.20907,0.97366,0.13395,0.10356,0.14049,0.24894,0.28247,0.14019,0.19738,0.13882,0.40174,0.15719,0.71297,0.10179,0.17181,0.17181,0.72445,0.11894,0.29194,0.19816,0.13273,0.24358,0.045578,0.19917,0.11307,0.16814,0.30087,-0.031854,0.29443,0.81576,0.27433,0.32937,0.14031,0.075438,-0.0015745,0.020299,0.57632,0.068779,0.11842,0.25845,0.39453,0.41507,0.22149,1.3472,0.10646,0.19248,0.15796,1.8496
150.66,-2.7656,-1.3061,1,0.61484,0.3476,0.013311,0.12732,0.001085,0.45223,0.24656,0.29019,0.27888,0.27984,1.004,0.18069,0.13045,0.19113,0.23943,0.29234,0.17234,0.25045,0.15188,0.44797,0.17625,0.70585,0.1164,0.20988,0.20988,0.74106,0.13174,0.17215,0.21537,0.073861,0.18193,0.064164,0.18273,0.14274,0.21055,0.31732,-0.048571,0.31458,0.78049,0.31043,0.32441,0.11223,0.099791,0.0028318,0.00041519,0.67655,0.064439,0.20563,0.25977,0.41877,0.38188,0.17778,1.3976,0.097715,0.20184,0.16363,1.7217
150.83,-2.771,-1.3082,1,0.7198,0.40576,0.045104,0.13411,0.039951,0.44572,0.22666,0.29364,0.40128,0.38791,0.89403,0.22634,0.16264,0.24178,0.2304,0.28759,0.20667,0.27433,0.19133,0.47714,0.19792,0.70622,0.14558,0.24727,0.24727,0.75096,0.14389,0.0736,0.21876,0.027871,0.12813,0.084992,0.21694,0.17595,0.24361,0.33646,-0.043796,0.33484,0.72274,0.35499,0.33177,0.075905,0.12926,0.0026383,-0.0098843,0.79589,0.087127,0.37123,0.2617,0.43101,0.35478,0.15635,1.3448,0.095903,0.21085,0.16929,1.5938
151,-2.765,-1.3005,1,0.79043,0.45273,0.073054,0.17737,0.1432,0.43922,0.19456,0.31047,0.50544,0.53722,0.78406,0.24097,0.17537,0.27424,0.21301,0.29723,0.22918,0.3232,0.24332,0.4978,0.31587,0.70595,0.17189,0.25975,0.25975,0.7678,0.20972,0.091585,0.22485,0.017434,0.078053,0.12498,0.20129,0.20915,0.27982,0.34342,-0.039021,0.3392,0.69901,0.39438,0.35912,0.074348,0.13272,0.0061603,0.064255,0.99045,0.10982,0.39006,0.27165,0.49404,0.37693,0.13189,1.2334,0.11108,0.21949,0.24303,1.5305
151.16,-2.7772,-1.3064,1,0.86106,0.44089,0.10149,0.25534,0.24549,0.43337,0.16753,0.30145,0.51348,0.68654,0.68965,0.24456,0.18634,0.30418,0.18641,0.32567,0.22751,0.3629,0.29531,0.54552,0.43239,0.70394,0.19049,0.27368,0.27368,0.77685,0.26596,0.13924,0.29105,-0.013525,0.074742,0.15685,0.23081,0.23689,0.29374,0.34858,-0.053511,0.34408,0.75772,0.40343,0.38646,0.098541,0.13222,0.005741,0.14077,1.185,0.18275,0.3799,0.28029,0.57666,0.40535,0.16036,1.027,0.12876,0.24776,0.3106,1.5146
151.33,-2.7842,-1.2923,1,0.90694,0.40046,0.096174,0.32504,0.28062,0.41593,0.13717,0.28161,0.44207,0.69442,0.63911,0.21753,0.19136,0.32808,0.16356,0.34371,0.19944,0.37496,0.32243,0.58015,0.4487,0.69055,0.19913,0.28374,0.28374,0.77816,0.32181,0.20007,0.35386,-0.029195,0.07846,0.16002,0.21516,0.25912,0.30651,0.33771,-0.066141,0.31443,0.85547,0.38989,0.41078,0.13409,0.13595,0.0063154,0.15368,1.206,0.25549,0.29337,0.27111,0.62206,0.37347,0.16916,0.78661,0.15379,0.28347,0.32319,1.6921
151.5,-2.7946,-1.2839,1,0.82174,0.3516,0.086894,0.35722,0.30774,0.39849,0.11149,0.24104,0.34929,0.69208,0.56684,0.17419,0.18817,0.32988,0.15363,0.3502,0.16253,0.38226,0.34531,0.59413,0.45163,0.67717,0.1999,0.25355,0.25355,0.77579,0.3297,0.23467,0.41666,-0.039776,0.17689,0.15909,0.24825,0.23705,0.30647,0.33605,-0.077302,0.28348,0.98841,0.36254,0.43509,0.18012,0.1385,0.0058961,0.15491,1.2228,0.32128,0.24705,0.26192,0.54952,0.34211,0.17797,0.57322,0.17883,0.31424,0.33861,1.8989
151.66,-2.8053,-1.2843,1,0.70996,0.29407,0.077615,0.3541,0.33783,0.38602,0.12037,0.20047,0.25615,0.64455,0.50032,0.10879,0.16865,0.32683,0.15502,0.3375,0.12562,0.36694,0.34071,0.52942,0.46199,0.66325,0.18329,0.219,0.219,0.77396,0.3198,0.26927,0.42652,0.002729,0.1728,0.14635,0.20761,0.21499,0.29139,0.33172,-0.086758,0.2447,1.1438,0.33115,0.46897,0.22207,0.13592,0.0082751,0.14656,1.17,0.31419,0.12233,0.25212,0.44652,0.31075,0.16209,0.39882,0.19066,0.34984,0.35402,2.0851
151.83,-2.8032,-1.2722,1,0.56414,0.23345,0.08683,0.31537,0.30853,0.3819,0.18322,0.15569,0.13658,0.53094,0.40082,0.079928,0.14912,0.30147,0.17031,0.32633,0.10916,0.32059,0.30365,0.44908,0.3657,0.65168,0.16852,0.18676,0.18676,0.77069,0.27675,0.23703,0.50432,0.052891,0.22508,0.096774,0.1885,0.19292,0.26549,0.31865,-0.026598,0.21358,1.2992,0.30491,0.50762,0.25064,0.1228,0.010654,0.069675,0.91754,0.36599,0.18812,0.2315,0.3589,0.25409,0.15468,0.27394,0.16911,0.4223,0.29175,2.2701
151.99,-2.812,-1.2705,1,0.41832,0.20133,0.096994,0.24765,0.28929,0.39729,0.23018,0.10414,0.054057,0.43462,0.29754,0.051072,0.14314,0.27611,0.19482,0.31516,0.10465,0.25074,0.2666,0.34168,0.27128,0.64184,0.15852,0.15306,0.15306,0.76742,0.24164,0.21836,0.44843,0.12597,0.21838,0.047197,0.14804,0.17044,0.22898,0.29913,0.052827,0.18469,1.1163,0.26828,0.54626,0.24816,0.11364,0.030951,0.024575,0.6448,0.35747,0.18975,0.20217,0.34205,0.15583,0.14155,0.22861,0.14645,0.49434,0.22947,2.2997
152.17,-2.7951,-1.2751,1,0.29629,0.18414,0.14046,0.1729,0.30338,0.42428,0.28534,0.083472,-0.0074681,0.4338,0.19756,0.029964,0.14183,0.2495,0.21977,0.3144,0.1292,0.20507,0.25727,0.26517,0.28733,0.6319,0.15274,0.12744,0.12744,0.7387,0.23272,0.277,0.51826,0.20686,0.27066,0.027323,0.12819,0.14697,0.2004,0.28394,0.13225,0.19394,0.91565,0.24741,0.56726,0.22634,0.11971,0.050652,0.049421,0.52931,0.34894,0.18458,0.19741,0.38327,0.15237,0.1538,0.18549,0.12379,0.55858,0.24774,2.152
152.33,-2.759,-1.2917,1,0.27621,0.16923,0.18901,0.13224,0.31992,0.42263,0.33844,0.081603,-0.040707,0.44235,0.116,0.025288,0.14402,0.23872,0.22725,0.31076,0.15375,0.15898,0.25518,0.18865,0.32188,0.62242,0.15178,0.13229,0.13229,0.70997,0.31281,0.3022,0.49375,0.27513,0.19102,0.012341,0.087732,0.14353,0.17734,0.26875,0.20067,0.1887,0.68109,0.23144,0.58039,0.19765,0.13393,0.070949,0.095421,0.38798,0.31883,0.12378,0.19266,0.49972,0.14891,0.16033,0.14461,0.11755,0.61682,0.26602,2.0044
152.5,-2.7367,-1.2957,1,0.26922,0.163,0.23644,0.11547,0.3301,0.41565,0.35697,0.1047,-0.073582,0.44543,0.11885,0.046073,0.1509,0.21695,0.22684,0.3238,0.17442,0.12221,0.26109,0.19091,0.3503,0.61142,0.13912,0.13918,0.13918,0.68734,0.35593,0.38983,0.58736,0.29769,0.19579,0.003207,0.052094,0.14537,0.18371,0.24399,0.28104,0.19129,0.46379,0.21251,0.58396,0.19051,0.15404,0.080694,0.1491,0.39073,0.3476,0.062978,0.2011,0.61617,0.15092,0.18641,0.16561,0.11758,0.65468,0.28429,1.9098
152.67,-2.7129,-1.2961,1,0.32347,0.18347,0.25598,0.11756,0.33623,0.40032,0.34403,0.13787,-0.048842,0.44382,0.17512,0.055997,0.15523,0.22551,0.21975,0.32948,0.1667,0.14051,0.27957,0.21859,0.37629,0.60248,0.1237,0.16863,0.16863,0.66472,0.43575,0.40944,0.55958,0.29797,0.14047,0.0091275,0.020239,0.15075,0.22795,0.22797,0.2715,0.16594,0.31572,0.19357,0.57947,0.21145,0.18079,0.089648,0.20683,0.44819,0.2924,-0.043833,0.22566,0.69981,0.13454,0.17526,0.18661,0.15431,0.58116,0.3035,1.8392
